Mean time,Standard deviation
0.00440958,0.0112391

Raw measurements

Timestamp,Measurement
812,0.00157021
813,0.00163717
814,0.00165789
815,0.00160084
816,0.00159753
817,0.00154378
818,0.00164888
819,0.00160684
820,0.00163687
821,0.00162576
822,0.00182515
823,0.00174858
824,0.00158372
825,0.00163567
826,0.00158642
827,0.00168101
828,0.00159273
829,0.00159843
830,0.00163507
831,0.00217348
832,0.00279508
833,0.0518303
834,0.00166209
835,0.00184167
836,0.00155789
837,0.00161345
838,0.0016726
839,0.0534861
840,0.00395419
841,0.00210082
842,0.00505715
843,0.00205577
844,0.00159363
845,0.00164348
846,0.0538519
847,0.00402866
848,0.00235726
849,0.00230171
850,0.00164588
851,0.00162216
852,0.0016696
853,0.00172305
854,0.00159363
855,0.00168041
856,0.00213445
857,0.00160024
858,0.00164618
859,0.0516817
860,0.00210562
861,0.00387672
862,0.00303501
863,0.0519952
864,0.00393708
865,0.00444606
866,0.00387762
867,0.00457158
868,0.00185938
869,0.00185488
870,0.0511207
871,0.0040689
872,0.00433736
873,0.00268698
874,0.00255665
875,0.0518342
876,0.00422175
877,0.00422655
878,0.00224105
879,0.00215216
880,0.0019813
881,0.00157952
882,0.0518997
883,0.00161765
884,0.00162426
885,0.00238699
886,0.00165609
887,0.0531675
888,0.00399623
889,0.0044797
890,0.00215126
891,0.00210142
892,0.00159003
893,0.00163627
894,0.00168191
895,0.00157831
896,0.0015594
897,0.00158552
898,0.00162276
899,0.00164948
900,0.00153928
901,0.00161555
902,0.00162696
903,0.00164077
904,0.00159303
905,0.00161735
906,0.00162186
907,0.00157081
908,0.00180833
909,0.00167711
910,0.00189091
911,0.00465446
912,0.00168402
913,0.00161765
914,0.00172666
915,0.051927
916,0.00168011
917,0.0046866
918,0.00408482
919,0.00318876
920,0.00222153
921,0.00158102
922,0.0016705
923,0.0016702
924,0.00158552
925,0.00161435
926,0.00157651
927,0.0522669
928,0.00421244
929,0.00329957
930,0.00331878
931,0.00157141
932,0.00160834
933,0.00157531
934,0.00164618
935,0.00159753
936,0.00161765
937,0.00161435
938,0.00163477
939,0.0519165
940,0.00189482
941,0.00183656
942,0.00161105
943,0.00168942
944,0.00163987
945,0.00170864
946,0.00165489
947,0.0521318
948,0.00425899
949,0.00424187
950,0.00289057
951,0.00175128
952,0.00168582
953,0.00165759
954,0.0524195
955,0.00407551
956,0.00400314
957,0.00295453
958,0.00186779
959,0.0016723
960,0.00174978
961,0.00160624
962,0.0517045
963,0.00157891
964,0.00194406
965,0.00162606
966,0.0538624
967,0.00424878
968,0.00391125
969,0.00502142
